,id,Director,Leading_Actor,Supporting_Lead,Supporting_Actor
3999,209274,Paweł Pawlikowski,Agata Trzebuchowska,Agata Kulesza,Joanna Kulig
4000,26371,James Ivory,James Wilby,Hugh Grant,Rupert Graves
4001,14137,Frank Sebastiano,Artie Lange,Ralph Macchio,Anthony DeSando
4002,291,Stacy Peralta,Jeff Clark,Darrick Doerner,Laird Hamilton
4003,14139,Nacho Vigalondo,Karra Elejalde,Candela Fernández,Bárbara Goenaga
4004,33106,Ning Hao,Huang Bo,Kong Jiu,Shaohua Ma
4005,8875,Tony Giglio,Josh Randall,Nick Searcy,Beth Broderick
4006,872,Stanley Donen,Gene Kelly,Donald O'Connor,Debbie Reynolds
4007,72914,Joe Cross,Joe Cross,Phil Riverstone,Amy Badberg
4008,139038,Michael Tiddes,Marlon Wayans,Essence Atkins,Nick Swardson
4009,126509,John Sullivan,N,o, 
4010,9591,Tom Hanks,Tom Everett Scott,Johnathon Schaech,Tom Hanks
4011,10676,Tommy Lee Wallace,Tom Atkins,Stacey Nelkin,Dan O'Herlihy
4012,1687,Don Taylor,Roddy McDowall,Kim Hunter,Bradford Dillman
4013,24748,Martin Ritt,Paul Newman,Melvyn Douglas,Patricia Neal
4014,181330,Leslie Small,Kevin Hart,David Terrell,David Jason Perez
4015,468,Gus Van Sant,River Phoenix,Keanu Reeves,James Russo
4016,401,Zach Braff,Zach Braff,Natalie Portman,Ian Holm
4017,76,Richard Linklater,Ethan Hawke,Julie Delpy,Andrea Eckert
4018,50538,Éric Tessier,Patrick Huard,Michel Côté,Catherine Florent
4019,25636,Alison Maclean,Billy Crudup,Denis Leary,Jack Black
4020,19316,Alice Wu,Michelle Krusiec,Joan Chen,Lynn Chen
4021,21074,Sarah Gavron,Tannishtha Chatterjee,Satish Kaushik,Christopher Simpson
4022,84329,Jake Schreier,Frank Langella,Liv Tyler,James Marsden
4023,20,Isabel Coixet,Sarah Polley,Amanda Plummer,Scott Speedman
4024,157386,James Ponsoldt,Miles Teller,Shailene Woodley,Brie Larson
4025,13007,Larry Charles,Bill Maher,Jose Luis De Jesus Miranda,Andrew Newberg
4026,13518,Joshua Tickell,Joshua Tickell,Barbara Boxer,Richard Branson
4027,116584,Tim Boxell,Pete Postlethwaite,Gabriel Mann,Emily Harrison
4028,46849,Michael D. Sellers,Carly Schroeder,Adrian Dunbar,George Harris
4029,40428,Reed Cowan,Rocky Mayor Anderson,Matt Aune,Tyler Barrick
4030,17334,James Dodson,Jesse Metcalfe,Austin Basis,Larry Miller
4031,1698,Stefan Ruzowitzky,Franka Potente,Benno Fürmann,Anna Loos
4032,20764,Alex Rivera,Leonor Varela,Jacob Vargas,Luis Fernando Peña
4033,45132,James Gunn,Rainn Wilson,Ellen Page,Liv Tyler
4034,76706,John Murlowski,Ashley Scott,A.J. Buckley,Rolanda Watts
4035,254472,Benni Diez,Matt O'Leary,Jessica Cook,Lance Henriksen
4036,332285,Danny Perez,Natasha Lyonne,Chloë Sevigny,Meg Tilly
4037,49471,Spike Lee,Ossie Davis,Charles S. Dutton,Andre Braugher
4038,13569,Robby Henson,Marc Blucas,Justine Waddell,Bill Moseley
4039,7512,Mike Judge,Luke Wilson,Maya Rudolph,Dax Shepard
4040,356216,Zackary Adler,Kevin Leslie,Simon Cotton,Phil Dunster
4041,11798,Shane Meadows,Thomas Turgoose,Stephen Graham,Jo Hartley
4042,146631,Dominic Burns,Bianca Bree,Sean Brosnan,Simon Phillips
4043,43546,George Sidney,Red Skelton,Esther Williams,Basil Rathbone
4044,61038,Carmen Marron,Aimee Garcia,Al Bandiero,Jossara Jinaro
4045,78373,Tim McCanlies,Breckin Meyer,Peter Facinelli,Eddie Mills
4046,17820,George Sidney,Howard Keel,Kathryn Grayson,Ava Gardner
4047,74457,Mario Van Peebles,Michael Clarke Duncan,Morgan Simpson,Kiele Sanchez
4048,283384,Jason Stone,Susan Sarandon,Gil Bellows,Ellen Burstyn
4049,19933,Jerry Rees,Jon Lovitz,Timothy Stack,Phil Hartman
4050,756,David Hand,Deems Taylor,Walt Disney,Julietta Novis
4051,433715,Jaco Booyens,Nicole Smolen,Kim Baldwin,Ariana Stephens
4052,9728,Steve Miner,Dana Kimmell,Paul Kratka,Tracie Savage
4053,9731,Danny Steinmann,Melanie Kinnaman,John Shepherd,Shavar Ross
4054,9916,Michael Landon Jr.,Louise Fletcher,Henry Thomas,Soren Fulton
4055,309425,Jon Gunn,Mira Sorvino,Sean Astin,Alexa PenaVega
4056,14156,Hayley Cloake,Brian Austin Green,Melissa Keller,Linden Ashby
4057,43610,Tay Garnett,Greer Garson,Gregory Peck,Donald Crisp
4058,360339,Shyam Madiraju,Jessica Lowndes,Ethan Peck,Diego Boneta
4059,31163,Harmage Singh Kalirai,Chris Bisson,Saeed Jaffrey,Sally Bankes
4060,297621,Rita Merson,Allison Miller,James Wolk,Katey Sagal
4061,16205,Jon Knautz,Robert Englund,Trevor Matthews,Daniel Kash
4062,887,William Wyler,Fredric March,Myrna Loy,Dana Andrews
4063,9517,Larry Clark,Brad Renfro,Bijou Phillips,Nick Stahl
4064,6007,Petter Næss,Per Christian Ellefsen,Sven Nordin,Jørgen Langhelle
4065,364083,Robert Fontaine,Robert Fontaine,Michael Brainard,Grant Boyd
4066,8329,Jaume Balagueró,Manuela Velasco,Ferran Terraza,Martha Carbonell
4067,69640,Patricia Cardoso,Martha Higareda,Chad Michael Murray,Yul Vazquez
4068,371085,No Director,N,o, 
4069,347548,Neil Mcenery-West,Louise Brealey,Lee Ross,Sheila Reid
4070,322443,Anthony O'Brien,James Ransone,Elisa Lasowski,Josh Peck
4071,657,Terence Young,Sean Connery,Daniela Bianchi,Pedro Armendáriz
4072,28165,Lloyd Kaufman,Ron Fazio,John Altamura,Phoebe Legere
4073,11561,Woody Allen,Woody Allen,Diane Keaton,John Beck
4074,270303,David Robert Mitchell,Maika Monroe,Keir Gilchrist,Daniel Zovatto
4075,11624,Woody Allen,Woody Allen,John Carradine,Lou Jacobi
4076,595,Robert Mulligan,Gregory Peck,Brock Peters,James Anderson
4077,8810,George Miller,Mel Gibson,Bruce Spence,Michael Preston
4078,12207,Liu Chia-Liang,Jackie Chan,Anita Mui,Ti Lung
4079,226,Kimberly Peirce,Hilary Swank,Chloë Sevigny,Peter Sarsgaard
4080,92182,Chris Kentis,Elizabeth Olsen,Adam Trese,Eric Sheffer Stevens
4081,582,Florian Henckel von Donnersmarck,Martina Gedeck,Ulrich Mühe,Sebastian Koch
4082,72213,Alex Kendrick,Alex Kendrick,Ken Bevel,Ben Davies
4083,990,Robert Rossen,Paul Newman,Jackie Gleason,Piper Laurie
4084,55604,Jack Conway,Clark Gable,Spencer Tracy,Claudette Colbert
4085,9662,Sylvain Chomet,Béatrice Bonifassi,Lina Boudreau,Michèle Caucheteux
4086,20862,Chris Eyre,Adam Beach,Evan Adams,Irene Bedard
4087,2771,Shari Springer Berman,Paul Giamatti,Hope Davis,Judah Friedlander
4088,80,Richard Linklater,Ethan Hawke,Julie Delpy,Vernon Dobtcheff
4089,55,Alejandro González Iñárritu,Gael García Bernal,Vanessa Bauche,Goya Toledo
4090,11023,Catherine Hardwicke,Evan Rachel Wood,Nikki Reed,Vanessa Hudgens
4091,33667,Elia Kazan,Gregory Peck,Dorothy McGuire,John Garfield
4092,39013,Debra Granik,Jennifer Lawrence,John Hawkes,Kevin Breznahan
4093,11194,Kevin Macdonald,Brendan Mackey,Nicholas Aaron,Richard Hawking
4094,43839,Henry King,Tyrone Power,Alice Faye,Don Ameche
4095,1382,Miranda July,Miranda July,John Hawkes,Brandon Ratcliff
4096,44639,Charles Ferguson,Matt Damon,William Ackman,Barack Obama
4097,301351,Max Joseph,Zac Efron,Emily Ratajkowski,Wes Bentley
4098,4816,Jim Jarmusch,Forest Whitaker,Cliff Gorman,Tricia Vessey
4099,7873,David Ayer,Christian Bale,Freddy Rodríguez,Eva Longoria
4100,331190,Jerry Jameson,Kate Mara,David Oyelowo,Michael Kenneth Williams
4101,15186,Steven Soderbergh,David Duchovny,Nicky Katt,Catherine Keener
4102,17994,Kevin Tenney,Stephen Nichols,Tawny Kitaen,Todd Allen
4103,1378,John Cameron Mitchell,Sook-Yin Lee,Paul Dawson,PJ DeBoy
4104,8885,Ari Folman,Ari Folman,Ron Ben-Yishai,Dror Harazi
4105,48382,No Director,Kirby Heyborne,Michael Flynn,
4106,12901,Charles Ferguson,Campbell Scott,Gerald Burke,Ali Fadhil
4107,250124,Marielle Heller,Bel Powley,Kristen Wiig,Alexander Skarsgård
4108,14284,David Sington,Buzz Aldrin,Michael Collins,Alan Bean
4109,57120,Kelly Reichardt,Michelle Williams,Bruce Greenwood,Will Patton
4110,12228,Fenton Bailey,Dennis Hopper,Peter Bart,Warren Beatty
4111,22617,Bob Giraldi,Danny Aiello,John Rothman,Frank Bongiorno
4112,55561,Jill Sprecher,Toni Collette,Parker Posey,Lisa Kudrow
4113,42889,Huck Botko,Matt Bennett,Zack Pearlman,Jacob Davich
4114,10656,Luc Besson,Isabelle Adjani,Christopher Lambert,Richard Bohringer
4115,24363,David Duchovny,Robin Williams,David Duchovny,Anton Yelchin
4116,13121,Mitchell Lichtenstein,Jess Weixler,John Hensley,Josh Pais
4117,24746,Lance Mungia,Jeffrey Falcon,Justin McGuire,Kim De Angelo
4118,325140,No Director,N,o, 
4119,12109,Michael Dowse,Paul Kaye,Kate Magowan,Neil Maskell
4120,27023,Hue Rhodes,Steve Buscemi,Romany Malco,Tim Blake Nelson
4121,22913,Shane Meadows,Bob Hoskins,Danny Nussbaum,Bruce Jones
4122,273899,Roland Emmerich,Jeremy Irvine,Jonny Beauchamp,Jonathan Rhys Meyers
4123,20653,No Director,Saif Ali Khan,Kareena Kapoor,Javed Jaffrey
4124,67373,Danny Provenzano,James Caan,James Caan,Frank Vincent
4125,171759,Bill Muir,William Brent,Sammi Hanratty,James Hong
4126,206296,Richard LaGravenese,Anna Kendrick,Jeremy Jordan,Natalie Knepp
4127,35219,Noah Buschel,Michael Shannon,Amy Ryan,Frank Wood
4128,28260,Brian Yuzna,Melinda Clarke,J. Trevor Edmond,Kent McCord
4129,7515,Hunter Richards,Chris Evans,Jessica Biel,Joy Bryant
4130,13075,Laurie Collyer,Maggie Gyllenhaal,Michelle Hurst,Sandra Rodríguez
4131,335866,Aaron Hann,Julie Benz,Carter Jenkins,Cesar Garcia
4132,13510,James Watkins,Kelly Reilly,Michael Fassbender,Tara Ellis
4133,215881,Catherine Hardwicke,Emily Browning,Xavier Samuel,Cam Gigandet
4134,18238,Phil Claydon,James Corden,Mathew Horne,Paul McGann
4135,22600,Ralph Ziman,Daniel Buckland,Robert Hobbs,Rapulana Seiphemo
4136,12612,John Simpson,Lee Evans,Sean McGinley,Ian McNeice
4137,50698,Colin Minihan,Sean Rogerson,Juan Riedinger,Ashleigh Gryzko
4138,115210,Conor McMahon,Ross Noble,Tommy Knight,Gemma-Leah Devereux
4139,34335,Chris Shadley,Melissa Joan Hart,John Terry,Chip Bent
4140,459488,Simon Napier-Bell,Tony Oppedisano,,
4141,11302,Woody Allen,Woody Allen,Louise Lasser,Carlos Montalbán
4142,119458,Simon Yin,Linus Roache,Derek Ting,Richard Ng
4143,20406,Jeff Crook,Nicholas Gonzalez,Mario Cimarro,Oleg Taktarov
4144,3766,Orson Welles,Rita Hayworth,Orson Welles,Everett Sloane
4145,18616,Dave Payne,Stephen Martines,Valerie Cruz,Mircea Monroe
4146,18808,James Cox,Jake Gyllenhaal,Selma Blair,Jared Leto
4147,95755,Jonas Åkerlund,Matt Lucas,Juno Temple,James Caan
4148,198062,Brad Copeland,Glenn Howerton,Steve Little,Ben Schwartz
4149,188652,Paul Bunnell,Will Keenan,Creed Bratton,De Anna Joy Brooks
4150,174311,Phil Morrison,Paul Rudd,Paul Giamatti,Sally Hawkins
4151,12602,Harald Reinl,Lex Barker,Christopher Lee,Karin Dor
4152,153795,James Cox,Anna Paquin,Ryan Phillippe,Luke Wilson
4153,17768,Richard Lester,Zero Mostel,Phil Silvers,Buster Keaton
4154,13516,Michael Moore,Michael Moore,Eddie Vedder,Robert Ellis Orrall
4155,98549,Tanner Beard,Eric Balfour,Lou Taylor Pucci,Henry Thomas
4156,312793,Scott Dow,Tim Ogletree,Troy Ogletree,Dave Sheridan
4157,309919,Derick Martini,Bella Heathcote,Lucas Till,Helen Slater
4158,299553,Jerry Dugan,Dolph Lundgren,James Chalke,Sara Malakul Lane
4159,21309,Tim Hunter,Crispin Glover,Keanu Reeves,Ione Skye
4160,32235,Michael Polish,James Woods,Nick Nolte,Claire Forlani
4161,329540,William Kaufman,Mike Mizanin,Melissa Roxburgh,Josh Blacker
4162,26388,Rodrigo Cortés,Ryan Reynolds,José Luis García Pérez,Robert Paterson
4163,49020,Richard Ayoade,Craig Roberts,Sally Hawkins,Paddy Considine
4164,159037,Jehane Noujaim,Khalid Abdalla,Dina Abdullah,Dina Amer
4165,12838,Jean-Marc Barr,Lizzie Brocheré,Arthur Dupont,Guillaume Baché
4166,157293,Remo D'Souza,Prabhu Deva,Ganesh Acharya,Kay Kay Menon
4167,14048,James Marsh,Philippe Petit,Jean François Heckel,Jean-Louis Blondeau
4168,356987,John Laing,Dominic Purcell,Peter Feeney,Owen Black
4169,295886,Jamal Hill,Keke Palmer,Cory Hardrict,Eric D. Hill Jr.
4170,38358,Daniel Stamm,Ashley Bell,Patrick Fabian,Iris Bahr
4171,33511,Sam Taylor-Johnson,Aaron Taylor-Johnson,Anne-Marie Duff,Kristin Scott Thomas
4172,702,Elia Kazan,Vivien Leigh,Marlon Brando,Kim Hunter
4173,935,Stanley Kubrick,Peter Sellers,George C. Scott,Sterling Hayden
4174,542,Carlos Carrera,Gael García Bernal,Ana Claudia Talancón,Sancho Gracia
4175,84175,Benh Zeitlin,Quvenzhané Wallis,Dwight Henry,Levy Easterly
4176,1705,J. Lee Thompson,Roddy McDowall,Natalie Trundy,Austin Stoker
4177,62677,Maggie Greenwald,Janet McTeer,Michael Davis,Michael Goodwin
4178,50875,Vera Farmiga,Vera Farmiga,Donna Murphy,Dagmara Domińczyk
4179,260778,Vijay Chandar,Silambarasan,Hansika Motwani,Santhanam
4180,58492,Morgan Spurlock,Morgan Spurlock,Peter Berg,Paul Brennan
4181,44562,Jonathan Wacks,Eric Christmas,Harper Roisman,Steve Buscemi
4182,37232,Khyentse Norbu,Tshewang Dendup,Sonam Lhamo,Lhakpa Dorji
4183,4929,Ted Post,Clint Eastwood,Inger Stevens,Ed Begley
4184,36334,Richard Brooks,Humphrey Bogart,Ethel Barrymore,Kim Hunter
4185,9783,Tony Krantz,Tom Cavanagh,Jeffrey Anderson-Gunter,Cas Anvar
4186,386826,Mitchell Altieri,Joey Kern,Luke Edwards,Bree Williamson
4187,205126,W.D. Hogan,Casey Dubois,Iain Belcher,Andrea Brooks
4188,98557,Corey Grant,Stacey Dash,Reagan Gomez-Preston,Wesley Jonathan
4189,104,Tom Tykwer,Franka Potente,Moritz Bleibtreu,Herbert Knaup
4190,10894,Lucky McKee,Angela Bettis,Jeremy Sisto,Anna Faris
4191,246449,Richard Boddington,Natasha Henstridge,CJ Adams,Erin Pitt
4192,32579,Patricia Riggen,Kate del Castillo,Adrián Alonso Barona,Eugenio Derbez
4193,1688,J. Lee Thompson,Roddy McDowall,Don Murray,Ricardo Montalban
4194,1999,Todd Field,Tom Wilkinson,Sissy Spacek,Nick Stahl
4195,43947,Steven R. Monroe,Sarah Butler,Daniel Franzese,Chad Lindberg
4196,24066,Mark Illsley,Steve Zahn,William H. Macy,Jeremy Northam
4197,9709,Paweł Pawlikowski,Natalie Press,Emily Blunt,Paddy Considine
4198,191714,Ritesh Batra,Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui
4199,25312,Sally Potter,Joan Allen,Simon Abkarian,Sam Neill
4200,34106,Frank Capra,Jean Arthur,Lionel Barrymore,James Stewart
4201,11426,Fred Zinnemann,Burt Lancaster,Montgomery Clift,Deborah Kerr
4202,13909,John Ford,John Wayne,Joanne Dru,John Agar
4203,206284,Brad J. Silverman,AJ Michalka,James Denton,Kevin Pollak
4204,27455,Dave Meyers,Eddie Griffin,Master P,Amie Petersen
4205,66468,David M. Matthews,Cordell Moore,Essence Atkins,Denise Boutte
4206,7973,Nadine Labaki,Nadine Labaki,Yasmine Al Massri,Joanna Moukarzel
4207,283686,Lluís Quílez,Julia Stiles,Scott Speedman,Stephen Rea
4208,15976,Eytan Fox,Ohad Knoller,Yousef Sweid,Daniella Wircer
4209,592,Francis Ford Coppola,Gene Hackman,John Cazale,Frederic Forrest
4210,74084,Romesh Sharma,Amitabh Bachchan,Revathi,Karan Sharma
4211,1651,François Truffaut,Jean-Paul Belmondo,Catherine Deneuve,Michel Bouquet
4212,25428,Adam Goldberg,Marisa Coughlan,Judy Greer,Shalom Harlow
4213,298584,Travis Zariwny,Matthew Daddario,Samuel Davis,Dustin Ingram
4214,10758,Adrienne Shelly,Keri Russell,Nathan Fillion,Andy Griffith
4215,11690,Newt Arnold,Jean-Claude Van Damme,Bolo Yeung,Roy Chiao
4216,3083,Frank Capra,James Stewart,Jean Arthur,Claude Rains
4217,9344,Larry Clark,Leo Fitzpatrick,Rosario Dawson,Chloë Sevigny
4218,10707,Noah Baumbach,Jeff Daniels,Laura Linney,Jesse Eisenberg
4219,15647,Charles Herman-Wurmfeld,Jennifer Westfeldt,Tovah Feldshuh,Esther Wurmfeld
4220,308529,John Stockwell,Alain Moussi,Dave Bautista,Sara Malakul Lane
4221,4174,Alfred Hitchcock,Ingrid Bergman,Gregory Peck,Michael Chekhov
4222,20156,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Elias Koteas
4223,9464,Vincent Gallo,Vincent Gallo,Christina Ricci,Ben Gazzara
4224,49018,James Wan,Patrick Wilson,Rose Byrne,Ty Simpkins
4225,13820,Alex Cox,Harry Dean Stanton,Emilio Estevez,Tracey Walter
4226,18079,Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Leticia Brédice
4227,127918,Dror Moreh,Ami Ayalon,Avraham Shalom,Yaakov Peri
4228,17113,Rebecca Miller,Daniel Day-Lewis,Camilla Belle,Catherine Keener
4229,129139,Maggie Carey,Aubrey Plaza,Johnny Simmons,Bill Hader
4230,507,Roger Avary,Eric Stoltz,Julie Delpy,Jean-Hugues Anglade
4231,4012,Henry Bean,Ryan Gosling,Summer Phoenix,Theresa Russell
4232,14054,David Gordon Green,Kate Beckinsale,Sam Rockwell,Michael Angarano
4233,323271,Simeon Rice,Rusty Joiner,Murray Gray,James Gaudioso
4234,10972,Brad Anderson,Peter Mullan,David Caruso,Stephen Gevedon
4235,13066,Jeff Garlin,Jeff Garlin,Sarah Silverman,Bonnie Hunt
4236,66025,Qasim Basir,Nia Long,Danny Glover,Evan Ross
4237,11908,Adam Green,Joel David Moore,Tamara Feldman,Deon Richmond
4238,3082,Charlie Chaplin,Charlie Chaplin,Paulette Goddard,Henry Bergman
4239,39541,Pete Jones,Aidan Quinn,Bonnie Hunt,Kevin Pollak
4240,1961,Bruce Campbell,Bruce Campbell,Grace Thorsen,Ted Raimi
4241,51820,Mark Brown,Dondre Whitfield,Kym Whitley,Monica Calhoun
4242,291362,Adam Carolla,Adam Carolla,Diane Farr,Larry Miller
4243,30082,Ira Sachs,Dina Korzun,Rip Torn,Darren E. Burrows
4244,72913,John Sayles,Chris Cooper,DJ Qualls,Garret Dillahunt
4245,23963,Bruce McDonald,Stephen McHattie,Lisa Houle,Georgina Reilly
4246,29406,James Mottern,Michelle Monaghan,Nathan Fillion,Joey Lauren Adams
4247,361505,No Director,N,o, 
4248,104755,Rob Zombie,Sheri Moon Zombie,Bruce Davison,Jeff Daniel Phillips
4249,253306,Gerard Johnstone,Morgana O'Reilly,Rima Te Wiata,Glen-Paul Waru
4250,29595,Robert Greenwald,Lee Scott,Don Hunter,Jon Hunter
4251,46729,David Ray,Jay Baruchel,Sarah Lind,Jim Byrnes
4252,294600,David Rodriguez,Paul Sorvino,Chazz Palminteri,Michael Rapaport
4253,137347,Nae Caranfil,Vera Farmiga,Mark Strong,Harry Lloyd
4254,290370,David Winning,Kim Coates,Holly Deveaux,Ashanti
4255,426469,Frank Lotito,Roni Akurati,Brighton Sharbino,Jason Lee
4256,356841,Timothy Woodward Jr.,Danny Glover,Sean Astin,Vinnie Jones
4257,301325,Tara Subkoff,Taryn Manning,Natasha Lyonne,Chloë Sevigny
4258,347755,Russell Friedenberg,Zane Holtz,Glen Powell,Kiowa Gordon
4259,408,David Hand,Adriana Caselotti,Lucille La Verne,Harry Stockwell
4260,44413,Lucrecia Martel,María Alché,Mercedes Morán,Carlos Belloso
4261,39209,Edward Dmytryk,Sean Connery,Brigitte Bardot,Jack Hawkins
4262,48463,Zak Penn,Werner Herzog,Kitana Baker,Gabriel Beistain
4263,394047,Alex Ranarivelo,Allison Paige,James Remar,Lea Thompson
4264,312791,Jon Knautz,Ali Cobrin,Erin Agostino,James Thomas
4265,266034,Mathieu Amalric,Mathieu Amalric,Léa Drucker,Stéphanie Cléau
4266,280381,David Worth,James Oliver,Jonathan Mangum,Alison Raimondi
4267,2661,Leslie H. Martinson,Adam West,Burt Ward,Lee Meriwether
4268,100,Guy Ritchie,Jason Flemyng,Dexter Fletcher,Nick Moran
4269,218500,Robert M. Young,Edward James Olmos,James Gammon,Tom Bower
4270,309,Thomas Vinterberg,Ulrich Thomsen,Henning Moritzen,Thomas Bo Larsen
4271,27845,Steve Buscemi,Steve Buscemi,Chloë Sevigny,Carol Kane
4272,25784,Ham Tran,Kiều Chinh,Long Nguyen,Diem Lien
4273,52790,Rich Cowan,Peter Coyote,Karen Allen,Robert Burke
4274,100275,Boris Rodriguez,Thure Lindhardt,Dylan Smith,Georgina Reilly
4275,295914,Sadyk Sher-Niyaz,Elina Abai Kyzy,Aziz Muradillayev,Nasira Mambetov
4276,42033,Paul Donovan,Lenore Zann,Maury Chaykin,Kate Lynch
4277,19187,Jonathan Kesselman,Adam Goldberg,Judy Greer,Andy Dick
4278,46415,Arjun Sablok,Uday Chopra,Tanisha Mukherjee,Abhishek Bachchan
4279,38570,Craig Moss,Bryan Callen,Noureen DeWulf,Mircea Monroe
4280,27588,Tyler Oliver,Carly Schroeder,Cody Linley,Brie Gabrielle
4281,223,Alfred Hitchcock,Laurence Olivier,Joan Fontaine,George Sanders
4282,9725,Steve Miner,Amy Steel,John Furey,Adrienne King
4283,28580,Billy Wilder,Ray Milland,Jane Wyman,Phillip Terry
4284,23730,Douglas Cheek,John Heard,Daniel Stern,Christopher Curry
4285,84197,Michael D. Olmos,Resmine Atis,Baby Bash,David Bianchi
4286,46256,Deryck Broom,Georgina Cordova,Ernest Borgnine,Michael Madsen
4287,19997,Henry Hathaway,Marilyn Monroe,Joseph Cotten,Jean Peters
4288,43266,John Ford,Walter Pidgeon,Maureen O'Hara,Roddy McDowall
4289,278316,Spike Lee,Felicia Pearson,Zaraah Abrahams,Elvis Nolasco
4290,1412,Steven Soderbergh,Andie MacDowell,Peter Gallagher,James Spader
4291,176,James Wan,Cary Elwes,Danny Glover,Monica Potter
4292,39939,Jay Chandrasekhar,Jay Chandrasekhar,Steve Lemme,Kevin Heffernan
4293,357834,Giovanni Zelko,Ben Youcef,Candice Coke,Harry Lennix
4294,215924,Claudia Sainte-Luce,Lisa Owen,Ximena Ayala,Sonia Franco
4295,480,Mira Nair,Naseeruddin Shah,Lillete Dubey,Vijay Raaz
4296,14295,Kenneth Lonergan,Laura Linney,Mark Ruffalo,Matthew Broderick
4297,11219,Alfred Hitchcock,Edmund Gwenn,John Forsythe,Shirley MacLaine
4298,20770,Jamie Babbit,Natasha Lyonne,Brandt Wille,Bud Cort
4299,176124,David Boyd,Scott Elrod,Dorian Brown,Charles Henry Wyson
4300,500,Quentin Tarantino,Harvey Keitel,Tim Roth,Michael Madsen
4301,60400,Walter Lang,Shirley Temple,Spring Byington,Nigel Bruce
4302,429,Sergio Leone,Eli Wallach,Clint Eastwood,Lee Van Cleef
4303,310569,Anna Muylaert,Regina Casé,Michel Joelsas,Camila Márdila
4304,98369,Steve Taylor,Marshall Allman,Claire Holt,Tania Raymonde
4305,114065,No Director,N,o, 
4306,89750,Léa Pool,Samantha King,Barbara Brenner,Barbara Ehrenreich
4307,49951,James David Pasternak,Jonathan Winters,Robin Williams,Sarah Silverman
4308,86331,Laurent Bouhnik,Déborah Révy,Hélène Zimmer,Gowan Didi
4309,355629,Tom Sanchez,Juan Carlos Montoya,Rodrigo Viaggio,Irma Maury
4310,16433,David Caffrey,Johnny Knoxville,Christina Applegate,Gabriel Macht
4311,15544,Adam Jay Epstein,Patrick J. Adams,Ryan Pinkston,Denise Boutte
4312,43884,Michael Curtiz,Errol Flynn,Olivia de Havilland,Patric Knowles
4313,107315,Justin Thomas Ostensen,Edward Furlong,Michael Berryman,Kristin Booth
4314,137955,No Director,N,o, 
4315,13064,Rob Bowman,Shane McDermott,Seth Green,Brittney Powell
4316,59917,Ossie Davis,Godfrey Cambridge,Raymond St. Jacques,Calvin Lockhart
4317,157422,Jay Alaimo,Sienna Guillory,Gianni Capaldi,Enzo Cilenti
4318,310933,Dylan Bank,Robert Loggia,Charles Durning,Tony Todd
4319,7553,Rob McKittrick,Ryan Reynolds,Anna Faris,Justin Long
4320,12877,Shane Meadows,Paddy Considine,Gary Stretch,Toby Kebbell
4321,39895,Jeff Burr,Vincent Price,Clu Gulager,Terry Kiser
4322,102840,No Director,N,o, 
4323,55616,Guy Maddin,Wei-Qiang Zhang,Tara Birtwhistle,David Moroni
4324,29697,Regardt van den Bergh,Frank Rautenbach,Jeanne Neilson,Hamilton Dlamini
